CAMPO_OFICIAL,CAMPO_SIH,UBICACION,CUENCA,FECHA,CATEGORIA,PETROLEO_MMB,PETROLEO_CRUDO_EQUIVALENTE_MMBPCE,GAS_MMMPC
ESCOBEDO,ESCOBEDO,Terrestre,Burgos,01/01/2010,POSIBLES,0.0,0.17948200000000003,0.8250000000000006
ESCOBEDO,ESCOBEDO,Terrestre,Burgos,01/01/2011,PROBADAS,0.0,0.828038,3.721503
ESCOBEDO,ESCOBEDO,Terrestre,Burgos,01/01/2011,PROBABLES,0.0,0.0,0.0
ESCOBEDO,ESCOBEDO,Terrestre,Burgos,01/01/2011,POSIBLES,0.0,0.18356299999999992,0.8250000000000006
ESCOBEDO,ESCOBEDO,Terrestre,Burgos,01/01/2012,PROBADAS,0.0,0.799691,3.721503
ESCOBEDO,ESCOBEDO,Terrestre,Burgos,01/01/2012,PROBABLES,0.0,0.0,0.0
ESCOBEDO,ESCOBEDO,Terrestre,Burgos,01/01/2012,POSIBLES,0.0,0.17727899999999996,0.8250000000000006
ESCOBEDO,ESCOBEDO,Terrestre,Burgos,01/01/2013,PROBADAS,0.0,0.797966,3.721503
ESCOBEDO,ESCOBEDO,Terrestre,Burgos,01/01/2013,PROBABLES,0.0,0.0,0.0
ESCOBEDO,ESCOBEDO,Terrestre,Burgos,01/01/2013,POSIBLES,0.0,0.17689700000000008,0.8250000000000006
ESCOBEDO,ESCOBEDO,Terrestre,Burgos,01/01/2014,PROBADAS,0.0,0.804901,3.721503
ESCOBEDO,ESCOBEDO,Terrestre,Burgos,01/01/2014,PROBABLES,0.0,0.0,0.0
ESCOBEDO,ESCOBEDO,Terrestre,Burgos,01/01/2014,POSIBLES,0.0,0.17843399999999998,0.8250000000000006
ESCOBEDO,ESCOBEDO,Terrestre,Burgos,01/01/2015,PROBADAS,0.0,0.816117,3.721503
ESCOBEDO,ESCOBEDO,Terrestre,Burgos,01/01/2015,PROBABLES,0.0,0.0,0.0
ESCOBEDO,ESCOBEDO,Terrestre,Burgos,01/01/2015,POSIBLES,0.0,0.180921,0.8250000000000006
ESCOBEDO,ESCOBEDO,Terrestre,Burgos,01/01/2016,PROBADAS,0.0,0.0,0.0
ESCOBEDO,ESCOBEDO,Terrestre,Burgos,01/01/2016,PROBABLES,0.0,0.0,0.0
ESCOBEDO,ESCOBEDO,Terrestre,Burgos,01/01/2016,POSIBLES,0.0,0.0,0.0
ESCOBEDO,ESCOBEDO,Terrestre,Burgos,01/01/2017,PROBADAS,0.0,0.0,0.0
ESCOBEDO,ESCOBEDO,Terrestre,Burgos,01/01/2017,PROBABLES,0.0,0.0,0.0
ESCOBEDO,ESCOBEDO,Terrestre,Burgos,01/01/2017,POSIBLES,0.0,0.0,0.0
ESCORPIÓN,ESCORPION,Terrestre,Burgos,01/01/2010,PROBADAS,0.0,3e-06,1.5e-05
ESCORPIÓN,ESCORPION,Terrestre,Burgos,01/01/2010,PROBABLES,0.0,0.0,0.0
ESCORPIÓN,ESCORPION,Terrestre,Burgos,01/01/2010,POSIBLES,0.0,0.0,0.0
ESCORPIÓN,ESCORPION,Terrestre,Burgos,01/01/2011,PROBADAS,0.0,3e-06,1.5e-05
ESCORPIÓN,ESCORPION,Terrestre,Burgos,01/01/2011,PROBABLES,0.0,0.0,0.0
ESCORPIÓN,ESCORPION,Terrestre,Burgos,01/01/2011,POSIBLES,0.0,0.0,0.0
ESCORPIÓN,ESCORPION,Terrestre,Burgos,01/01/2012,PROBADAS,0.0,3e-06,1.5e-05
ESCORPIÓN,ESCORPION,Terrestre,Burgos,01/01/2012,PROBABLES,0.0,0.0,0.0
ESCORPIÓN,ESCORPION,Terrestre,Burgos,01/01/2012,POSIBLES,0.0,0.0,0.0
ESCORPIÓN,ESCORPION,Terrestre,Burgos,01/01/2013,PROBADAS,0.0,3e-06,1.5e-05
ESCORPIÓN,ESCORPION,Terrestre,Burgos,01/01/2013,PROBABLES,0.0,0.0,0.0
ESCORPIÓN,ESCORPION,Terrestre,Burgos,01/01/2013,POSIBLES,0.0,0.0,0.0
ESCORPIÓN,ESCORPION,Terrestre,Burgos,01/01/2014,PROBADAS,0.0,3e-06,1.5e-05
ESCORPIÓN,ESCORPION,Terrestre,Burgos,01/01/2014,PROBABLES,0.0,0.0,0.0
ESCORPIÓN,ESCORPION,Terrestre,Burgos,01/01/2014,POSIBLES,0.0,0.0,0.0
ESCORPIÓN,ESCORPION,Terrestre,Burgos,01/01/2015,PROBADAS,0.0,3e-06,1.5e-05
ESCORPIÓN,ESCORPION,Terrestre,Burgos,01/01/2015,PROBABLES,0.0,0.0,0.0
ESCORPIÓN,ESCORPION,Terrestre,Burgos,01/01/2015,POSIBLES,0.0,0.0,0.0
ESCORPIÓN,ESCORPION,Terrestre,Burgos,01/01/2016,PROBADAS,0.0,0.0,0.0
ESCORPIÓN,ESCORPION,Terrestre,Burgos,01/01/2016,PROBABLES,0.0,0.0,0.0
ESCORPIÓN,ESCORPION,Terrestre,Burgos,01/01/2016,POSIBLES,0.0,0.0,0.0
ESCORPIÓN,ESCORPION,Terrestre,Burgos,01/01/2017,PROBADAS,0.0,0.0,0.0
ESCORPIÓN,ESCORPION,Terrestre,Burgos,01/01/2017,PROBABLES,0.0,0.0,0.0
ESCORPIÓN,ESCORPION,Terrestre,Burgos,01/01/2017,POSIBLES,0.0,0.0,0.0
ESCORPIÓN,ESCORPION,Terrestre,Burgos,01/01/2018,PROBADAS,0.0,0.0,0.0
ESCORPIÓN,ESCORPION,Terrestre,Burgos,01/01/2018,PROBABLES,0.0,0.0,0.0
ESCORPIÓN,ESCORPION,Terrestre,Burgos,01/01/2018,POSIBLES,0.0,0.0,0.0
ESCUALO,ESCUALO,Aguas someras,Tampico-Misantla,01/01/2010,PROBADAS,0.0,0.0,0.0
ESCUALO,ESCUALO,Aguas someras,Tampico-Misantla,01/01/2010,PROBABLES,0.0,0.0,0.0
ESCUALO,ESCUALO,Aguas someras,Tampico-Misantla,01/01/2010,POSIBLES,0.0,0.0,0.0
ESCUALO,ESCUALO,Aguas someras,Tampico-Misantla,01/01/2011,PROBADAS,0.0,0.0,0.0
ESCUALO,ESCUALO,Aguas someras,Tampico-Misantla,01/01/2011,PROBABLES,0.0,0.0,0.0
ESCUALO,ESCUALO,Aguas someras,Tampico-Misantla,01/01/2011,POSIBLES,0.0,0.0,0.0
ESCUALO,ESCUALO,Aguas someras,Tampico-Misantla,01/01/2012,PROBADAS,0.0,0.0,0.0
ESCUALO,ESCUALO,Aguas someras,Tampico-Misantla,01/01/2012,PROBABLES,0.0,0.0,0.0
ESCUALO,ESCUALO,Aguas someras,Tampico-Misantla,01/01/2012,POSIBLES,0.0,0.0,0.0
ESCUALO,ESCUALO,Aguas someras,Tampico-Misantla,01/01/2013,PROBADAS,0.0,0.0,0.0
ESCUALO,ESCUALO,Aguas someras,Tampico-Misantla,01/01/2013,PROBABLES,0.0,0.0,0.0
ESCUALO,ESCUALO,Aguas someras,Tampico-Misantla,01/01/2013,POSIBLES,0.0,0.0,0.0
ESCUALO,ESCUALO,Aguas someras,Tampico-Misantla,01/01/2014,PROBADAS,0.0,0.0,0.0
ESCUALO,ESCUALO,Aguas someras,Tampico-Misantla,01/01/2014,PROBABLES,0.0,0.0,0.0
ESCUALO,ESCUALO,Aguas someras,Tampico-Misantla,01/01/2014,POSIBLES,0.0,0.0,0.0
ESCUALO,ESCUALO,Aguas someras,Tampico-Misantla,01/01/2015,PROBADAS,0.0,0.0,0.0
ESCUALO,ESCUALO,Aguas someras,Tampico-Misantla,01/01/2015,PROBABLES,0.0,0.0,0.0
ESCUALO,ESCUALO,Aguas someras,Tampico-Misantla,01/01/2015,POSIBLES,0.0,0.0,0.0
ESCUALO,ESCUALO,Aguas someras,Tampico-Misantla,01/01/2016,PROBADAS,0.0,0.0,0.0
ESCUALO,ESCUALO,Aguas someras,Tampico-Misantla,01/01/2016,PROBABLES,0.0,0.0,0.0
ESCUALO,ESCUALO,Aguas someras,Tampico-Misantla,01/01/2016,POSIBLES,0.0,0.0,0.0
ESCUALO,ESCUALO,Aguas someras,Tampico-Misantla,01/01/2017,PROBADAS,0.0,0.0,0.0
ESCUALO,ESCUALO,Aguas someras,Tampico-Misantla,01/01/2017,PROBABLES,0.0,0.0,0.0
ESCUALO,ESCUALO,Aguas someras,Tampico-Misantla,01/01/2017,POSIBLES,0.0,0.0,0.0
ESCUALO,ESCUALO,Aguas someras,Tampico-Misantla,01/01/2018,PROBADAS,0.0,0.0,0.0
ESCUALO,ESCUALO,Aguas someras,Tampico-Misantla,01/01/2018,PROBABLES,0.0,0.0,0.0
ESCUALO,ESCUALO,Aguas someras,Tampico-Misantla,01/01/2018,POSIBLES,0.0,0.0,0.0
ESCUALO,ESCUALO,Aguas someras,Tampico-Misantla,01/01/2019,PROBADAS,0.0,0.0,0.0
ESCUALO,ESCUALO,Aguas someras,Tampico-Misantla,01/01/2019,PROBABLES,0.0,0.0,0.0
ESCUALO,ESCUALO,Aguas someras,Tampico-Misantla,01/01/2019,POSIBLES,0.0,0.0,0.0
ESCUALO,ESCUALO,Aguas someras,Tampico-Misantla,01/01/2020,PROBADAS,0.0,0.0,0.0
ESCUALO,ESCUALO,Aguas someras,Tampico-Misantla,01/01/2020,PROBABLES,0.0,0.0,0.0
ESCUALO,ESCUALO,Aguas someras,Tampico-Misantla,01/01/2020,POSIBLES,0.0,0.0,0.0
ESCUALO,ESCUALO,Aguas someras,Tampico-Misantla,01/01/2021,PROBADAS,0.0,0.0,0.0
ESCUALO,ESCUALO,Aguas someras,Tampico-Misantla,01/01/2021,PROBABLES,0.0,0.0,0.0
ESCUALO,ESCUALO,Aguas someras,Tampico-Misantla,01/01/2021,POSIBLES,0.0,0.0,0.0
ESPEJO,ESPEJO,Terrestre,Veracruz,01/01/2010,PROBADAS,0.0,0.971949,5.055038
ESPEJO,ESPEJO,Terrestre,Veracruz,01/01/2010,PROBABLES,0.0,0.0,0.0
ESPEJO,ESPEJO,Terrestre,Veracruz,01/01/2010,POSIBLES,0.0,0.0,0.0
ESPEJO,ESPEJO,Terrestre,Veracruz,01/01/2011,PROBADAS,0.0,0.72905,3.791739
ESPEJO,ESPEJO,Terrestre,Veracruz,01/01/2011,PROBABLES,0.0,0.0,0.0
ESPEJO,ESPEJO,Terrestre,Veracruz,01/01/2011,POSIBLES,0.0,0.0,0.0
ESPEJO,ESPEJO,Terrestre,Veracruz,01/01/2012,PROBADAS,0.0,0.851438,4.42827
ESPEJO,ESPEJO,Terrestre,Veracruz,01/01/2012,PROBABLES,0.0,0.0,0.0
ESPEJO,ESPEJO,Terrestre,Veracruz,01/01/2012,POSIBLES,0.0,0.0,0.0
ESPEJO,ESPEJO,Terrestre,Veracruz,01/01/2013,PROBADAS,0.0,0.530162,2.757338
ESPEJO,ESPEJO,Terrestre,Veracruz,01/01/2013,PROBABLES,0.0,0.0,0.0
ESPEJO,ESPEJO,Terrestre,Veracruz,01/01/2013,POSIBLES,0.0,0.0,0.0
ESPEJO,ESPEJO,Terrestre,Veracruz,01/01/2014,PROBADAS,0.0,0.491764,2.55763
ESPEJO,ESPEJO,Terrestre,Veracruz,01/01/2014,PROBABLES,0.0,0.0,0.0
ESPEJO,ESPEJO,Terrestre,Veracruz,01/01/2014,POSIBLES,0.0,0.0,0.0
ESPEJO,ESPEJO,Terrestre,Veracruz,01/01/2015,PROBADAS,0.0,0.231764,1.205388
ESPEJO,ESPEJO,Terrestre,Veracruz,01/01/2015,PROBABLES,0.0,0.0,0.0
ESPEJO,ESPEJO,Terrestre,Veracruz,01/01/2015,POSIBLES,0.0,0.0,0.0
ESPEJO,ESPEJO,Terrestre,Veracruz,01/01/2016,PROBADAS,0.0,0.198205,1.058826
ESPEJO,ESPEJO,Terrestre,Veracruz,01/01/2016,PROBABLES,0.0,0.0,0.0
ESPEJO,ESPEJO,Terrestre,Veracruz,01/01/2016,POSIBLES,0.0,0.0,0.0
ESPEJO,ESPEJO,Terrestre,Veracruz,01/01/2017,PROBADAS,0.0,0.159997,0.832135
ESPEJO,ESPEJO,Terrestre,Veracruz,01/01/2017,PROBABLES,0.0,0.0,0.0
ESPEJO,ESPEJO,Terrestre,Veracruz,01/01/2017,POSIBLES,0.0,0.0,0.0
ESPEJO,ESPEJO,Terrestre,Veracruz,01/01/2018,PROBADAS,0.0,0.020879,0.118338
ESPEJO,ESPEJO,Terrestre,Veracruz,01/01/2018,PROBABLES,0.0,0.0,0.0
ESPEJO,ESPEJO,Terrestre,Veracruz,01/01/2018,POSIBLES,0.0,0.0,0.0
ESPEJO,ESPEJO,Terrestre,Veracruz,01/01/2019,PROBADAS,0.0,0.040683,0.211592
ESPEJO,ESPEJO,Terrestre,Veracruz,01/01/2019,PROBABLES,0.0,0.0,0.0
ESPEJO,ESPEJO,Terrestre,Veracruz,01/01/2019,POSIBLES,0.0,0.0,0.0
ESPEJO,ESPEJO,Terrestre,Veracruz,01/01/2020,PROBADAS,0.0,0.0,0.0
ESPEJO,ESPEJO,Terrestre,Veracruz,01/01/2020,PROBABLES,0.0,0.0,0.0
ESPEJO,ESPEJO,Terrestre,Veracruz,01/01/2020,POSIBLES,0.0,0.0,0.0
ESPEJO,ESPEJO,Terrestre,Veracruz,01/01/2021,PROBADAS,0.0,0.0,0.0
ESPEJO,ESPEJO,Terrestre,Veracruz,01/01/2021,PROBABLES,0.0,0.0,0.0
ESPEJO,ESPEJO,Terrestre,Veracruz,01/01/2021,POSIBLES,0.0,0.0,0.0
ESPEJO,ESPEJO,Terrestre,Veracruz,01/01/2022,PROBADAS,0.0,0.0,0.0
ESPEJO,ESPEJO,Terrestre,Veracruz,01/01/2022,PROBABLES,0.0,0.0,0.0
ESPEJO,ESPEJO,Terrestre,Veracruz,01/01/2022,POSIBLES,0.0,0.0,0.0
ESPEJO,ESPEJO,Terrestre,Veracruz,01/01/2023,PROBADAS,0.0,0.0,0.0
ESPEJO,ESPEJO,Terrestre,Veracruz,01/01/2023,PROBABLES,0.0,0.0,0.0
ESPEJO,ESPEJO,Terrestre,Veracruz,01/01/2023,POSIBLES,0.0,0.0,0.0
ESTANZUELA,ESTANZUELA,Terrestre,Veracruz,01/01/2010,PROBADAS,0.0,0.0,0.0
ESTANZUELA,ESTANZUELA,Terrestre,Veracruz,01/01/2010,PROBABLES,0.0,0.0,0.0
ESTANZUELA,ESTANZUELA,Terrestre,Veracruz,01/01/2010,POSIBLES,0.0,0.0,0.0
ESTANZUELA,ESTANZUELA,Terrestre,Veracruz,01/01/2011,PROBADAS,0.0,0.0,0.0
ESTANZUELA,ESTANZUELA,Terrestre,Veracruz,01/01/2011,PROBABLES,0.0,0.0,0.0
ESTANZUELA,ESTANZUELA,Terrestre,Veracruz,01/01/2011,POSIBLES,0.0,0.0,0.0
ESTANZUELA,ESTANZUELA,Terrestre,Veracruz,01/01/2012,PROBADAS,0.0,0.0,0.0
ESTANZUELA,ESTANZUELA,Terrestre,Veracruz,01/01/2012,PROBABLES,0.0,0.0,0.0
ESTANZUELA,ESTANZUELA,Terrestre,Veracruz,01/01/2012,POSIBLES,0.0,0.0,0.0
ESTANZUELA,ESTANZUELA,Terrestre,Veracruz,01/01/2013,PROBADAS,0.0,0.0,0.0
ESTANZUELA,ESTANZUELA,Terrestre,Veracruz,01/01/2013,PROBABLES,0.0,0.0,0.0
ESTANZUELA,ESTANZUELA,Terrestre,Veracruz,01/01/2013,POSIBLES,0.0,0.0,0.0
ESTANZUELA,ESTANZUELA,Terrestre,Veracruz,01/01/2014,PROBADAS,0.0,0.0,0.0
ESTANZUELA,ESTANZUELA,Terrestre,Veracruz,01/01/2014,PROBABLES,0.0,0.0,0.0
ESTANZUELA,ESTANZUELA,Terrestre,Veracruz,01/01/2014,POSIBLES,0.0,0.0,0.0
ESTANZUELA,ESTANZUELA,Terrestre,Veracruz,01/01/2015,PROBADAS,0.0,0.0,0.0
ESTANZUELA,ESTANZUELA,Terrestre,Veracruz,01/01/2015,PROBABLES,0.0,0.0,0.0
ESTANZUELA,ESTANZUELA,Terrestre,Veracruz,01/01/2015,POSIBLES,0.0,0.0,0.0
ESTANZUELA,ESTANZUELA,Terrestre,Veracruz,01/01/2016,PROBADAS,0.0,0.0,0.0
ESTANZUELA,ESTANZUELA,Terrestre,Veracruz,01/01/2016,PROBABLES,0.0,0.0,0.0
ESTANZUELA,ESTANZUELA,Terrestre,Veracruz,01/01/2016,POSIBLES,0.0,0.0,0.0
ESTANZUELA,ESTANZUELA,Terrestre,Veracruz,01/01/2017,PROBADAS,0.0,0.0,0.0
ESTANZUELA,ESTANZUELA,Terrestre,Veracruz,01/01/2017,PROBABLES,0.0,0.0,0.0
ESTANZUELA,ESTANZUELA,Terrestre,Veracruz,01/01/2017,POSIBLES,0.0,0.0,0.0
ESTANZUELA,ESTANZUELA,Terrestre,Veracruz,01/01/2018,PROBADAS,0.0,0.0,0.0
ESTANZUELA,ESTANZUELA,Terrestre,Veracruz,01/01/2018,PROBABLES,0.0,0.0,0.0
ESTANZUELA,ESTANZUELA,Terrestre,Veracruz,01/01/2018,POSIBLES,0.0,0.0,0.0
ESTANZUELA,ESTANZUELA,Terrestre,Veracruz,01/01/2019,PROBADAS,0.0,0.0,0.0
ESTANZUELA,ESTANZUELA,Terrestre,Veracruz,01/01/2019,PROBABLES,0.0,0.0,0.0
ESTANZUELA,ESTANZUELA,Terrestre,Veracruz,01/01/2019,POSIBLES,0.0,0.0,0.0
ESTANZUELA,ESTANZUELA,Terrestre,Veracruz,01/01/2020,PROBADAS,0.0,0.0,0.0
ESTANZUELA,ESTANZUELA,Terrestre,Veracruz,01/01/2020,PROBABLES,0.0,0.0,0.0
ESTANZUELA,ESTANZUELA,Terrestre,Veracruz,01/01/2020,POSIBLES,0.0,0.0,0.0
ETKAL,ETKAL,Aguas someras,Cuencas del Sureste,01/01/2010,PROBADAS,2.189087,21.008249,95.017398
ETKAL,ETKAL,Aguas someras,Cuencas del Sureste,01/01/2010,PROBABLES,0.2980240000000003,2.989377000000001,13.588562999999994
ETKAL,ETKAL,Aguas someras,Cuencas del Sureste,01/01/2010,POSIBLES,0.0,0.0,0.0
ETKAL,ETKAL,Aguas someras,Cuencas del Sureste,01/01/2011,PROBADAS,2.289027,20.250097,95.154761
ETKAL,ETKAL,Aguas someras,Cuencas del Sureste,01/01/2011,PROBABLES,0.1953750000000003,2.698466,13.260959
ETKAL,ETKAL,Aguas someras,Cuencas del Sureste,01/01/2011,POSIBLES,0.0,0.0,0.0
ETKAL,ETKAL,Aguas someras,Cuencas del Sureste,01/01/2012,PROBADAS,2.264319,19.654513,93.379454
ETKAL,ETKAL,Aguas someras,Cuencas del Sureste,01/01/2012,PROBABLES,0.22782999999999998,3.2056039999999975,15.989637000000002
ETKAL,ETKAL,Aguas someras,Cuencas del Sureste,01/01/2012,POSIBLES,0.0,0.0,0.0
ETKAL,ETKAL,Aguas someras,Cuencas del Sureste,01/01/2013,PROBADAS,2.347321,19.786426,93.754946
ETKAL,ETKAL,Aguas someras,Cuencas del Sureste,01/01/2013,PROBABLES,0.14264900000000003,3.050861000000001,15.63493299999999
ETKAL,ETKAL,Aguas someras,Cuencas del Sureste,01/01/2013,POSIBLES,0.0,0.0,0.0
ETKAL,ETKAL,Aguas someras,Cuencas del Sureste,01/01/2014,PROBADAS,3.66088,21.114763,94.18808
ETKAL,ETKAL,Aguas someras,Cuencas del Sureste,01/01/2014,PROBABLES,0.0,0.9279870000000017,5.007788000000005
ETKAL,ETKAL,Aguas someras,Cuencas del Sureste,01/01/2014,POSIBLES,0.0,0.0,0.0
ETKAL,ETKAL,Aguas someras,Cuencas del Sureste,01/01/2015,PROBADAS,3.242872,19.962593,90.646464
ETKAL,ETKAL,Aguas someras,Cuencas del Sureste,01/01/2015,PROBABLES,0.0,0.0,0.0
ETKAL,ETKAL,Aguas someras,Cuencas del Sureste,01/01/2015,POSIBLES,0.0,0.0,0.0
ETKAL,ETKAL,Aguas someras,Cuencas del Sureste,01/01/2016,PROBADAS,2.915428,17.013566,79.784664
ETKAL,ETKAL,Aguas someras,Cuencas del Sureste,01/01/2016,PROBABLES,0.0,0.0,0.0
ETKAL,ETKAL,Aguas someras,Cuencas del Sureste,01/01/2016,POSIBLES,0.0,0.0,0.0
ETKAL,ETKAL,Aguas someras,Cuencas del Sureste,01/01/2017,PROBADAS,3.244574,22.635086,93.125722
ETKAL,ETKAL,Aguas someras,Cuencas del Sureste,01/01/2017,PROBABLES,0.0,0.0,0.0
ETKAL,ETKAL,Aguas someras,Cuencas del Sureste,01/01/2017,POSIBLES,0.0,0.0,0.0
ETKAL,ETKAL,Aguas someras,Cuencas del Sureste,01/01/2018,PROBADAS,2.989625,20.171868,83.920827
ETKAL,ETKAL,Aguas someras,Cuencas del Sureste,01/01/2018,PROBABLES,0.0,0.0,0.0
ETKAL,ETKAL,Aguas someras,Cuencas del Sureste,01/01/2018,POSIBLES,0.0,0.0,0.0
ETKAL,ETKAL,Aguas someras,Cuencas del Sureste,01/01/2019,PROBADAS,0.0,23.093331,77.782737
ETKAL,ETKAL,Aguas someras,Cuencas del Sureste,01/01/2019,PROBABLES,0.0,0.0,0.0
ETKAL,ETKAL,Aguas someras,Cuencas del Sureste,01/01/2019,POSIBLES,0.0,0.0,0.0
ETKAL,ETKAL,Aguas someras,Cuencas del Sureste,01/01/2020,PROBADAS,9.991568,40.362278,146.322682
ETKAL,ETKAL,Aguas someras,Cuencas del Sureste,01/01/2020,PROBABLES,0.0,0.0,0.0
ETKAL,ETKAL,Aguas someras,Cuencas del Sureste,01/01/2020,POSIBLES,0.0,0.0,0.0
ETKAL,ETKAL,Aguas someras,Cuencas del Sureste,01/01/2021,PROBADAS,10.190641,37.641554,131.100091
ETKAL,ETKAL,Aguas someras,Cuencas del Sureste,01/01/2021,PROBABLES,0.0,0.0,0.0
ETKAL,ETKAL,Aguas someras,Cuencas del Sureste,01/01/2021,POSIBLES,1.104737,4.025475,13.948864000000015
ETKAL,ETKAL,Aguas someras,Cuencas del Sureste,01/01/2022,PROBADAS,10.148175,33.94393,121.193434
ETKAL,ETKAL,Aguas someras,Cuencas del Sureste,01/01/2022,PROBABLES,0.0,0.0,0.0
ETKAL,ETKAL,Aguas someras,Cuencas del Sureste,01/01/2022,POSIBLES,1.117685999999999,3.8629729999999967,13.981940000000009
ETKAL,ETKAL,Aguas someras,Cuencas del Sureste,01/01/2023,PROBADAS,9.89496,27.72801,121.47064
ETKAL,ETKAL,Aguas someras,Cuencas del Sureste,01/01/2023,PROBABLES,0.0,0.0,0.0
ETKAL,ETKAL,Aguas someras,Cuencas del Sureste,01/01/2023,POSIBLES,0.5101380000000013,1.4076459999999997,6.113412999999994
ETKAL,ETKAL,Aguas someras,Cuencas del Sureste,01/01/2024,PROBADAS,9.467846,25.083405,124.910408
ETKAL,ETKAL,Aguas someras,Cuencas del Sureste,01/01/2024,PROBABLES,0.0,0.0,0.0
ETKAL,ETKAL,Aguas someras,Cuencas del Sureste,01/01/2024,POSIBLES,0.0,0.0,0.0
ETKAL NE,ETKAL NE,Aguas someras,Cuencas del Sureste,01/01/2024,PROBADAS,7.371627,8.29806,6.854582
ETKAL NE,ETKAL NE,Aguas someras,Cuencas del Sureste,01/01/2024,PROBABLES,10.362964000000002,13.529995,23.432534
ETKAL NE,ETKAL NE,Aguas someras,Cuencas del Sureste,01/01/2024,POSIBLES,25.798687,32.64099,50.62548600000001
EXPLORADOR,EXPLORADOR,Terrestre,Burgos,01/01/2010,PROBADAS,0.0,0.053412,0.314092
EXPLORADOR,EXPLORADOR,Terrestre,Burgos,01/01/2010,PROBABLES,0.0,0.09241999999999999,0.5434829999999999
EXPLORADOR,EXPLORADOR,Terrestre,Burgos,01/01/2010,POSIBLES,0.0,0.1957,1.1508260000000001
EXPLORADOR,EXPLORADOR,Terrestre,Burgos,01/01/2011,PROBADAS,0.0,0.12395,0.644654
EXPLORADOR,EXPLORADOR,Terrestre,Burgos,01/01/2011,PROBABLES,0.0,0.16709600000000002,0.869055
EXPLORADOR,EXPLORADOR,Terrestre,Burgos,01/01/2011,POSIBLES,0.0,0.27499399999999996,1.4302230000000002
EXPLORADOR,EXPLORADOR,Terrestre,Burgos,01/01/2012,PROBADAS,0.0,0.085697,0.445703
EXPLORADOR,EXPLORADOR,Terrestre,Burgos,01/01/2012,PROBABLES,0.0,0.168476,0.8762320000000001
EXPLORADOR,EXPLORADOR,Terrestre,Burgos,01/01/2012,POSIBLES,0.0,0.0,0.0
EXPLORADOR,EXPLORADOR,Terrestre,Burgos,01/01/2013,PROBADAS,0.0,0.060099,0.312573
EXPLORADOR,EXPLORADOR,Terrestre,Burgos,01/01/2013,PROBABLES,0.0,0.168387,0.8757710000000001
EXPLORADOR,EXPLORADOR,Terrestre,Burgos,01/01/2013,POSIBLES,0.0,0.0,0.0
EXPLORADOR,EXPLORADOR,Terrestre,Burgos,01/01/2014,PROBADAS,0.0,0.038143,0.19838
EXPLORADOR,EXPLORADOR,Terrestre,Burgos,01/01/2014,PROBABLES,0.0,0.16838699999999998,0.8757710000000001
EXPLORADOR,EXPLORADOR,Terrestre,Burgos,01/01/2014,POSIBLES,0.0,0.0,0.0
EXPLORADOR,EXPLORADOR,Terrestre,Burgos,01/01/2015,PROBADAS,0.0,0.004856,0.025258
EXPLORADOR,EXPLORADOR,Terrestre,Burgos,01/01/2015,PROBABLES,0.0,0.153302,0.797312
EXPLORADOR,EXPLORADOR,Terrestre,Burgos,01/01/2015,POSIBLES,0.0,0.0,0.0
EXPLORADOR,EXPLORADOR,Terrestre,Burgos,01/01/2016,PROBADAS,0.0,0.001141,0.005934
EXPLORADOR,EXPLORADOR,Terrestre,Burgos,01/01/2016,PROBABLES,0.0,0.139128,0.723596
EXPLORADOR,EXPLORADOR,Terrestre,Burgos,01/01/2016,POSIBLES,0.0,0.0,0.0
EXPLORADOR,EXPLORADOR,Terrestre,Burgos,01/01/2017,PROBADAS,0.0,0.003329,0.017314
EXPLORADOR,EXPLORADOR,Terrestre,Burgos,01/01/2017,PROBABLES,0.0,0.150356,0.7819919999999999
EXPLORADOR,EXPLORADOR,Terrestre,Burgos,01/01/2017,POSIBLES,0.0,0.0,0.0
EXPLORADOR,EXPLORADOR,Terrestre,Burgos,01/01/2018,PROBADAS,0.0,0.000331,0.001775
EXPLORADOR,EXPLORADOR,Terrestre,Burgos,01/01/2018,PROBABLES,0.0,0.139082,0.744607
EXPLORADOR,EXPLORADOR,Terrestre,Burgos,01/01/2018,POSIBLES,0.0,0.0,0.0
EXPLORADOR,EXPLORADOR,Terrestre,Burgos,01/01/2019,PROBADAS,0.0,0.010525,0.067899
EXPLORADOR,EXPLORADOR,Terrestre,Burgos,01/01/2019,PROBABLES,0.0,0.131068,0.845579
EXPLORADOR,EXPLORADOR,Terrestre,Burgos,01/01/2019,POSIBLES,0.0,0.0,0.0
EXPLORADOR,EXPLORADOR,Terrestre,Burgos,01/01/2020,PROBADAS,0.0,0.017506,0.104477
EXPLORADOR,EXPLORADOR,Terrestre,Burgos,01/01/2020,PROBABLES,0.0,0.115959,0.692032
EXPLORADOR,EXPLORADOR,Terrestre,Burgos,01/01/2020,POSIBLES,0.0,0.0,0.0
EXPLORADOR,EXPLORADOR,Terrestre,Burgos,01/01/2021,PROBADAS,0.0,0.038283,0.25608
EXPLORADOR,EXPLORADOR,Terrestre,Burgos,01/01/2021,PROBABLES,0.0,0.118348,0.791654
EXPLORADOR,EXPLORADOR,Terrestre,Burgos,01/01/2021,POSIBLES,0.0,0.0,0.0
EXPLORADOR,EXPLORADOR,Terrestre,Burgos,01/01/2022,PROBADAS,0.0,0.041616,0.27914
